bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,publication_date,publisher
30348,A Whole New Light,Sandra Brown,3.55,055329783X,9780553297836,eng,227,2955,8/26/2008,Bantam (Fanfare Imprint)
17005,Devilish,Maureen Johnson,3.46,1595140603,9781595140609,eng,263,4782,9/7/2006,Razorbill
15669,Strangers In Paradise  Pocket Book 5,Terry Moore,4.38,1892597381,9781892597380,eng,392,999,12/14/2005,Abstract Studio
7064,The Belly of Paris (Les Rougon-Macquart  #3),emile Zola\Ernest Alfred Vizetelly\Henry Vizetelly,3.91,1557130663,9781557130662,eng,397,8,12/1/1995,Sun and Moon Press
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,1558745157,9781558745155,eng,331,52028,8/1/1997,Health Communications Inc
21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15,60510862,9780060510862,eng,278,108783,9/2/2003,Voyager
22669,Open House,Elizabeth Berg,3.7,613997638,9780613997638,eng,0,0,5/1/2001,Turtleback Books
21214,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,4,71451382,9780071451383,eng,252,9,11/23/2005,McGraw-Hill Companies
9921,The Southern Haunting of Truman Capote,James C.    Simmons\Marie Rudisill,3.9,1581821360,9781581821369,eng,135,29,10/1/2000,Cumberland House Publishing
15379,Black Veil: A Memoir with Digressions,Rick Moody,3.07,316578991,9780316578998,eng,336,402,5/6/2002,Little Brown and Company
7337,The Tolkien Reader,J.R.R. Tolkien\Peter S. Beagle,3.99,345345061,9780345345066,eng,251,4200,11/12/1986,Del Rey
25930,Balzac And The Little Chinese Seamstress,Dai Sijie\Ina Rilke,3.64,99452243,9780099452249,eng,172,223,4/17/2002,Random House (Vintage)
32961,The House on Mango Street,Sandra Cisneros,3.63,739322796,9780739322796,en-US,2,108,8/30/2005,Random House Audio
12496,The Sunset Limited,Cormac McCarthy,3.96,307278360,9780307278364,eng,160,6494,10/24/2006,Vintage
9566,Still Life with Woodpecker,Tom Robbins,4.05,184243022X,9781842430224,eng,288,63155,4/9/2001,No Exit Press
12442,The Plague Dogs,Richard  Adams,3.85,345494024,9780345494023,eng,390,5875,11/28/2006,Ballantine Books
38746,Who Was Mark Twain?,April Jones Prince\Nancy Harrison\John   O'Brien,4.16,448433192,9780448433196,eng,112,529,5/24/2004,Grosset & Dunlap
24296,Because Of Winn Dixie,Kate DiCamillo,4.04,439250722,9780439250726,eng,182,235,3/1/2000,Candlewick Press
41887,Uncle Shelby's ABZ Book,Shel Silverstein,4.36,067121148X,9780671211486,eng,80,2550,9/9/1985,Gallery Books
43924,Promise Me (Myron Bolitar  #8),Harlan Coben,3.99,451219244,9780451219244,eng,504,21149,3/27/2007,Dutton
9019,Navajo Long Walk,Nancy M. Armstrong\Paulette Livers-Lambert,3.45,1879373564,9781879373563,eng,128,56,7/1/1994,Roberts Rinehart Publishers
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9781400032822,eng,419,78280,4/11/2006,Anchor
35558,The Beatles Illustrated Lyrics,Alan Aldridge\The Beatles,4.26,157912058X,9781579120580,eng,272,1360,5/1/2005,Black Dog & Leventhal Publishers
6572,Suffer the Children,John Saul,3.91,044018293X,9780440182931,en-US,378,28001,7/1/1989,Dell
37860,The Ethics of Authenticity,Charles Taylor,3.92,674268636,9780674268630,eng,152,697,9/22/1992,Harvard University Press
24779,The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,805080503,9780805080506,eng,174,30401,5/16/2006,Square Fish
15819,While I Was Gone,Sue Miller,3.69,345420748,9780345420749,eng,352,239,11/26/2002,Ballantine Books
18574,Everest: Expedition to the Ultimate,Reinhold Messner,3.93,189857345X,9781898573456,eng,286,256,9/1/1999,Baton Wicks
5168,Where the Heart Is,Billie Letts,4.02,446672211,9780446672214,eng,376,227716,6/1/1998,Grand Central Publishing
3008,A Little Princess,Frances Hodgson Burnett\Nancy Bond,4.2,142437018,9780142437018,eng,242,238192,2/26/2002,Penguin Books
24119,M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven\Jeannie Brett,4,1585360724,9781585360727,eng,40,27,10/1/2002,Sleeping Bear Press
27607,Mortals,Norman Rush,3.74,679737111,9780679737117,en-US,736,469,7/13/2004,Vintage
6295,Howl and Other Poems,Allen Ginsberg\William Carlos Williams,4.13,872863107,9780872863101,eng,56,85143,1/1/2001,City Lights
19888,The Blood Wood (Earthdawn 6113),FASA Corporation\Ian Lemke\Louis J. Prosperi,3.71,1555603130,9781555603137,eng,152,31,6/1/1997,FASA Corporation
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,373255594,9780373255597,eng,215,17,7/23/1993,Harlequin Temptation
32767,At the Mountains of Madness,H.P. Lovecraft\China Mieville\S.T. Joshi,3.88,812974417,9780812974416,eng,224,24866,6/14/2005,Modern Library
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,312936915,9780312936914,eng,496,4991,3/1/2005,St. Martin's Paperbacks
21060,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,142301515,9780142301517,eng,471,22971,6/10/2002,Firebird
20694,Julius  the Baby of the World,Kevin Henkes,4.28,688143881,9780688143886,eng,32,6697,9/21/1995,Greenwillow Books
30225,The Harlequin (Anita Blake  Vampire Hunter #15),Laurell K. Hamilton,3.92,425217248,9780425217245,en-US,422,37989,6/5/2007,Berkley Books
17908,Rock 'n' Roll,Tom Stoppard,3.71,802143075,9780802143075,eng,144,951,5/10/2007,Grove Press
39509,Writing the Novel: From Plot to Print,Lawrence Block,3.95,898792088,9780898792089,eng,197,347,10/28/2002,Writer's Digest Books
32070,The Complete Poems,D.H. Lawrence\Vivian de Sola Pinto\Warren Roberts,4.01,140186573,9780140186574,eng,1088,62,1/1/1994,Penguin Classics
25941,Le Chef-D'Œuvre Inconnu,Honore de Balzac,3.87,2868050131,9782868050137,fre,49,10,1/19/1998,Findakly
36311,Great Short Works,Edgar Allan Poe\Gary Richard Thompson,4.26,006083093X,9780060830939,en-US,576,683,11/28/1970,Harper Perennial
33883,Broken Vessels,Andre Dubus,4.33,879239484,9780879239480,eng,195,351,11/1/1992,David R. Godine Publisher
10089,Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.83,439194040,9780439194044,eng,202,4825,5/1/2002,Scholastic
29922,Gone for Soldiers: A Novel of the Mexican War,Jeff Shaara,4.14,345427513,9780345427519,eng,424,191,7/3/2001,Ballantine Books
18892,The Forest House (Avalon  #2),Marion Zimmer Bradley\Diana L. Paxson,3.86,451454243,9780451454249,eng,462,15171,4/1/1995,Roc
25780,The Two Tocquevilles  Father and Son,R.R. Palmer,2,691054959,9780691054957,eng,254,1,4/1/1987,Princeton University Press
32572,The Metamorphosis and Other Stories,Franz Kafka\Donna Freed\Jason Baker,4.03,1593081804,9781593081805,eng,191,132,9/20/2004,Barnes  Noble Classics
4398,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek\CliffsNotes\John Steinbeck,3.81,764585967,9780764585968,eng,112,30,6/5/2000,Cliffs Notes
13847,Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,4.09,1586857029,9781586857028,eng,256,459,1/31/2007,Gibbs Smith
28404,Proust And Signs: The Complete Text,Gilles Deleuze\Richard Howard,4.22,816632588,9780816632589,eng,208,20,10/6/2003,Univ Of Minnesota Press
32456,Darkfall,Dean Koontz,3.82,425214591,9780425214596,eng,371,17016,2/6/2007,Berkley
5478,Nineteen Eighty-Four,George Orwell,4.18,1421808323,9781421808321,eng,387,215,7/1/2005,1st World Library
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid\Paco Medina,3.28,785115366,9780785115366,eng,136,192,1/1/2005,Marvel Comics Group
39365,Scratch the Surface (A Cat Lover's Mystery #1),Susan Conant,3.34,425206114,9780425206119,eng,288,23,7/5/2006,Berkley
39400,The Perfect Wife,Lynsay Sands,3.86,084395499X,9780843954999,eng,354,2712,10/1/2005,Leisure Books
33144,Paint it Black,Janet Fitch,3.48,316182745,9780316182744,eng,387,10136,9/1/2006,Little Brown and Company
11553,Boy's Life,Robert R. McCammon,4.35,671743058,9780671743055,eng,580,17540,5/1/1992,Pocket Books
16191,Un cafe lejos de aqui,Z.Z. Packer\Maria Perez Lopez de Heredia,3.84,8496454339,9788496454330,spa,283,8,7/1/2006,Tropismos
43884,Phantom (Sword of Truth  #10),Terry Goodkind,3.99,765305240,9780765305244,eng,587,38420,7/18/2006,Tor Books
7420,The Basic Bakunin,Mikhail Bakunin\Robert M. Cutler,3.77,879757450,9780879757458,eng,248,100,5/1/1992,Prometheus Books
37073,When We Meet Again (Effingtons  #10),Victoria Alexander,3.87,60593199,9780060593193,eng,384,1320,5/24/2005,Avon
26064,Kissing in Manhattan,David Schickler,3.61,385335679,9780385335676,eng,288,2665,8/27/2002,Dial Press Trade Paperback
44521,Kiss Kiss,Roald Dahl,4.1,140018328,9780140018325,eng,231,5961,10/26/1987,Penguin Books
123,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,385732546,9780385732543,eng,291,45,9/13/2005,Delacorte Books for Young Readers
34067,Much Ado about Nothing,William Shakespeare\Jacky Bratton,4.07,521598222,9780521598224,eng,284,9,5/2/1998,Cambridge University Press
32130,Monday Night Class,Stephen Gaskin,3.89,1570671818,9781570671814,en-US,191,59,7/31/2005,Book Publishing Company
13448,The Dark Half,Stephen King,3.77,5550707004,9785550707005,eng,431,103,11/1/1989,Viking Books
28356,I'm the One That I Want,Margaret Cho,3.69,345440145,9780345440143,eng,228,1459,4/30/2002,Ballantine Books
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,9788466305136,spa,640,26,6/1/2003,Punto de Lectura
45020,Shakespeare's Landlord (Lily Bard  #1),Charlaine Harris,3.76,425206866,9780425206867,eng,216,22721,11/1/2005,Berkley
10429,Cuba: A New History,Richard Gott,4.06,300111142,9780300111149,en-GB,384,311,11/11/2005,Yale University Press
45604,Narraciones Extraordinarias,Edgar Allan Poe,4.13,9583006408,9789583006401,spa,316,36,6/1/2004,Panamericana Editorial
29312,Riddley Walker,Russell Hoban,4.03,074755904X,9780747559047,eng,236,305,2/1/2010,Bloomsbury
43037,The Call of the Wild  White Fang and Other Stories,Jack London,3.99,192835149,9780192835147,eng,400,18720,8/20/1998,Oxford University Press  USA
14962,Where or When,Anita Shreve,3.3,156031272,9780156031271,eng,241,6343,10/4/2005,Mariner Books
37444,The Martian Chronicles,Ray Bradbury\Ian  Miller,4.14,553011804,9780553011807,eng,259,46,12/1/2006,Bantam Books
13155,3rd Degree (Women's Murder Club  #3),James Patterson\Andrew Gross,4.02,446696641,9780446696647,eng,352,268,5/20/2005,Grand Central Publishing
31116,The Dew Breaker,Edwidge Danticat,3.8,1400034299,9781400034291,eng,244,5891,3/8/2005,Vintage
7624,Lord of the Flies,William Golding,3.68,140283331,9780140283334,eng,182,2036679,10/1/1999,Penguin Books
7849,Moby Dick  or The Whale,Herman Melville\Harrison Hayford\Hershel Parker,3.5,810119110,9780810119116,en-US,573,106,9/19/2001,Northwestern University Press
30364,Send No Flowers (Bed & Breakfast #2),Sandra Brown,3.56,553576011,9780553576016,eng,225,2592,2/29/2000,Bantam
25148,The Fuck-Up,Arthur Nersesian,3.55,671027638,9780671027636,eng,304,10655,5/1/1999,MTV Books
28210,River Of Ruin (Philip Mercer  #5),Jack Du Brul,4.19,451410548,9780451410542,en-US,534,1196,12/3/2002,Onyx Books
34298,Dublin 4,Maeve Binchy,3.64,99498588,9780099498582,en-US,256,2155,5/4/2006,Arrow
36340,Isabel: Princesa De Castilla  España  1466,Carolyn Meyer\Carme Camps Monf,3.71,8478886745,9788478886746,spa,184,8,10/3/2001,Salamandra
33876,On the Road to Tara,Aljean Harmetz,4,810936844,9780810936843,eng,224,29,9/1/1996,Harry N. Abrams
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781581807745,en-US,128,62,3/14/2006,North Light Books
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings\Juan Wijngaard,3.91,744520053,9780744520057,eng,29,65,6/27/1991,Walker Books Ltd
12661,Chesapeake,James A. Michener,4.18,812970438,9780812970432,eng,1024,19174,9/9/2003,Dial Press
10976,Novels  1926-1929,William Faulkner\Noel Polk\Joseph Blotner,4.42,1931082898,9781931082891,eng,1180,199,4/6/2006,Library of America
16995,Fantastic Four  Volume 3,Mark Waid\Mike Wieringo,3.95,785120114,9780785120117,eng,256,118,11/23/2005,Marvel Comics Group
39624,The Dark One (Wild Wulfs of London  #1),Ronda Thompson,3.87,312935730,9780312935733,eng,341,1734,11/1/2005,St. Martin's Press
21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,446698873,9780446698870,eng,348,70771,8/16/2006,Mysterious Press
30712,The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges\Suzanne Jill Levine\Esther Allen,4.52,141183020,9780141183022,eng,560,164,1/18/2001,Penguin Books Ltd
4997,La Jeune fille à la perle,Tracy Chevalier\Marie-Odile Fortier-Masek,3.88,2070417948,9782070417940,fre,313,618,3/16/2002,Gallimard
13821,Lord of Light,Roger Zelazny,4.1,60567236,9780060567231,eng,296,23392,3/30/2010,Harper Voyager
44933,Breaking the Maya Code,Michael D. Coe,4.03,500281335,9780500281338,eng,304,402,10/1/1999,Thames  Hudson
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,743262727,9780743262729,en-US,358,1341,8/8/2005,Simon  Schuster
9118,Le Portrait de Dorian Gray,Oscar Wilde\Michel Etienne\Daniel Mortier,4.08,2266082655,9782266082655,fre,345,47,6/4/1998,Pocket
25708,Saint Thomas Aquinas,G.K. Chesterton\Anton C. Pegis,4.14,385090021,9780385090025,en-US,167,2987,1/15/1974,Image
33559,Bloodlines,Richard Matheson\Mark Dawidziak,4.02,1887368884,9781887368889,eng,520,42,1/1/2007,Gauntlet Press
33448,Positioning: The Battle for Your Mind,Al Ries\Jack Trout,4.04,71359168,9780071359160,en-US,246,126,1/18/2001,McGraw-Hill Education
41649,Make Four Million Dollars by Next Thursday!,Stephen Manes\George Ulrich,3.68,440413702,9780440413707,eng,87,79,7/8/1996,Yearling Books
7093,Never Call Retreat,Bruce Catton\E.B. Long,4.33,1842122916,9781842122914,eng,558,1552,12/31/2001,Phoenix Press (UK)
41712,Lost City (NUMA Files  #5),Clive Cussler\Paul Kemprecos,3.9,425204197,9780425204191,en-US,515,227,7/26/2005,G.P. Putnam's Sons
12769,Lady of the Lake,Elizabeth Mayne,3.27,373289804,9780373289806,eng,304,70,7/25/1997,Harlequin Historical
35052,Trial by Fire (Newpointe 911 #4),Terri Blackstock,4.36,310217601,9780310217602,eng,347,3248,10/18/2000,Zondervan
32443,The Eyes of Darkness,Leigh Nichols\Dean Koontz,3.88,425153975,9780425153970,eng,366,16242,7/1/1996,Berkley
15438,Firefly,Piers Anthony,3.25,380759500,9780380759507,eng,466,2420,3/1/1992,Avon Books
3938,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons\Carlos Alberto Gardini,4.24,8466617353,9788466617352,spa,618,174,6/1/2005,Ediciones B
28887,The Lost Tomb,Kent R. Weeks,4.09,688172245,9780688172244,eng,384,391,11/9/1999,Harper Perennial
1562,The Complete Plays,Aristophanes\Moses Hadas,4.21,553213431,9780553213430,eng,577,1998,3/1/1984,Bantam Classics
9826,Oh Rats! The Story of Rats and People,Albert Marrin\C.B. Mordan,3.77,525477624,9780525477624,eng,48,432,8/17/2006,Dutton Books for Young Readers
45289,Walt Whitman's America,David S. Reynolds,4.17,679767096,9780679767091,eng,672,387,3/19/1996,Vintage
9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,449910288,9780449910283,eng,224,911,9/11/1995,Ballantine Books
27036,Augustine,Henry Chadwick,3.71,192875345,9780192875341,eng,128,14,6/19/1986,Oxford University Press  USA
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,440229359,9780440229353,eng,111,1177,8/10/2004,Yearling
35959,The Bonesetter's Daughter,Amy Tan,3.99,6550436,9780006550433,eng,352,437,10/1/2004,Harper Perennial
23845,The Nightmare Chronicles,Douglas Clegg,3.75,084394580X,9780843945805,en-US,360,409,9/1/1999,Leisure Books
34540,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett\Paul Kidby,4.17,057506885X,9780575068858,eng,160,830,10/18/2001,Gollancz
14943,A Room of One's Own,Virginia Woolf,4.14,1568493665,9781568493664,eng,125,27,12/1/1994,Buccaneer Books
37828,Winston Churchill,John Keegan,3.83,670030791,9780670030798,en-GB,196,821,10/14/2002,Viking Books
36338,Marie  Dancing,Carolyn Meyer,3.76,152051163,9780152051167,eng,272,1085,10/1/2005,HMH Books for Young Readers
42070,The Age Of Shakespeare,Frank Kermode,3.68,753819953,9780753819951,eng,208,20,7/7/2005,Phoenix
39733,Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee\Youshan Tang,3.89,1879965038,9781879965034,eng,37,9,5/1/1993,Polychrome Publishing Corporation
10832,Charlotte's Web,E.B. White\Garth Williams,4.17,140364498,9780140364491,eng,256,223,10/28/1993,Penguin Books  Limited (UK)
15552,Tanequil (High Druid of Shannara  #2),Terry Brooks,3.98,034543577X,9780345435774,eng,357,10750,8/30/2005,Del Rey Books
25639,McGraw-Hill's SAT I (McGraw-Hill's SAT I),Christopher   Black\Mark Anestis,3.67,007146235X,9780071462358,eng,890,0,10/1/2005,McGraw-Hill Companies
32957,Caramelo,Sandra Cisneros,3.9,679742581,9780679742586,eng,441,9317,9/9/2003,Vintage
37854,Marilyn Manson: The Lonely Watchman,Richard D. Nelson,4,1597818704,9781597818704,eng,224,3,2/18/2006,Xulon Press
902,The Westing Game,Ellen Raskin,4.02,014240120X,9780142401200,eng,182,142121,4/12/2004,Puffin
16276,John Henry Days,Colson Whitehead,3.65,385498209,9780385498203,eng,400,1940,5/14/2002,Anchor
36137,Bad Dreams,Kim Newman,3.16,786702273,9780786702275,en-US,280,151,4/25/1995,Running Press
30411,Texas! Trilogy,Sandra Brown,4.29,385424701,9780385424707,eng,600,949,4/1/1992,Doubleday Books
28845,The Story of Philosophy,Will Durant\Grover Gardner,4.12,1572704209,9781572704206,eng,1162,31,9/20/2004,AudioGO
33824,The Talbot Odyssey,Nelson DeMille,3.85,751531200,9780751531206,eng,640,28,11/2/2000,Sphere
34899,The Book of the Dragon,Ciruelo Cabral,4.2,1402728115,9781402728112,eng,144,372,8/1/2005,Union Square Press
2921,Chicago Blues: The City and the Music,Mike  Rowe\Ronald Radano,3.92,306801450,9780306801457,eng,226,25,8/22/1981,Da Capo Press
19315,Happy Times in Noisy Village,Astrid Lindgren\Ilon Wikland\Florence Lamborn,4.3,1883937663,9781883937669,eng,128,600,7/1/2003,Ignatius Press
34229,Complete Guide to the Bible,Reader's Digest Association,4.58,762100737,9780762100736,eng,448,12,8/24/1998,Readers Digest
1466,Grief Lessons: Four Plays by Euripides,Anne Carson\Euripides,4.4,1590171802,9781590171806,eng,312,679,8/1/2006,New York Review of Books
15577,The Druids' Keep (The Sword of Shannara  #2),Terry Brooks,4.16,345461452,9780345461452,eng,240,3732,6/3/2003,Del Rey
22463,The Origin of Species,Charles Darwin,3.98,785819118,9780785819110,eng,703,78431,5/1/2004,Castle Books
12965,Much Ado about Nothing,William Shakespeare\F.H. Mares,4.07,521532507,9780521532501,eng,188,73,4/21/2003,Cambridge University Press
41130,Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,3.78,312890389,9780312890384,eng,336,1208,5/15/1995,Orb Books
16951,When the Lion Feeds (Courtney  #1),Wilbur Smith,4.19,312940661,9780312940669,eng,544,10311,10/3/2006,St. Martin's Paperbacks
30413,Betrogen,Sandra Brown,3.92,3764501359,9783764501358,ger,512,5,2/1/2003,Blanvalet Verlag GmbH
7505,Beach Girls,Luanne Rice,4.06,553587242,9780553587241,eng,448,8113,8/3/2004,Bantam
31260,The Sigma Protocol,Robert Ludlum,3.8,312982518,9780312982515,eng,662,9567,10/13/2002,St. Martin's Paperbacks
7898,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace\Vera Neville,4.31,006440546X,9780064405461,eng,336,4586,3/31/1995,HarperTrophy
17650,The Robber Bride,Margaret Atwood,3.83,385491034,9780385491037,eng,528,34550,1/20/1998,Anchor
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9781859605158,eng,222,40,7/5/2002,Haynes Manuals N. America  Inc.
10965,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,385340397,9780385340397,eng,980,105950,8/29/2006,Delta
23065,How to Travel with a Salmon & Other Essays,Umberto Eco\William Weaver,3.85,99428636,9780099428633,eng,229,110,4/16/2001,Vintage
14768,Los diarios de Nanny,Emma McLaughlin\Nicola Kraus,3.42,8420465607,9788420465609,spa,392,33,1/1/2003,Santillana USA Publishing Company
27009,Shoofly Pie (Bug Man  #1),Tim Downs,4.18,1582293082,9781582293080,eng,371,1425,7/1/2003,Howard Books
7737,Gulliver's Travels,Jonathan Swift\David Case,3.57,1400102723,9781400102723,eng,0,4,10/1/2006,Tantor Media
19307,Pippi in the South Seas,Astrid Lindgren\Gerry Bothmer,4.11,670557110,9780670557110,en-US,126,15193,9/18/1959,Viking Books for Young Readers
40436,The Five People You Meet in Heaven,Mitch Albom,3.93,751536822,9780751536829,eng,229,4251,9/2/2005,Time Warner Paperbacks
4938,The Brothers Karamazov,Fyodor Dostoyevsky\Simon Vance\Thomas R. Beyer Jr.,4.32,1596440791,9781596440791,eng,16,20,5/1/2005,Hovel Audio
12527,Pilgrim at Tinker Creek,Annie Dillard,4.11,72434171,9780072434170,eng,288,17681,6/1/2000,Harper Perennial
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy,4.15,340412801X,9783404128013,ger,894,7,4/1/1998,Lübbe
26088,Superman: Secret Identity,Kurt Busiek\Stuart Immonen,4.24,1401204511,9781401204518,eng,208,6368,4/9/2013,DC Comics
27618,Hasta que te encuentre,John Irving\Carlos Milla Soler,3.63,8483103311,9788483103319,spa,1024,28,5/1/2006,TusQuets
16077,Complete Novels and Stories,Kate Chopin\Sandra M. Gilbert,4.28,1931082219,9781931082211,eng,1075,506,9/30/2002,Library of America
44684,Queen of Sorcery (The Belgariad  #2),David Eddings,4.14,552148083,9780552148085,eng,447,453,8/3/2000,Corgi Books (Adult)
14249,Prodigal Summer,Barbara Kingsolver,4,60959037,9780060959036,eng,444,88241,10/16/2001,Harper Perennial
9648,Keep the Aspidistra Flying,George Orwell,3.88,141183721,9780141183725,eng,277,11970,10/26/2000,Penguin Books Ltd
29906,The Collected Dialogues,Plato\Edith Hamilton\Huntington Cairns,4.23,691097186,9780691097183,eng,1776,704,9/15/1963,Princeton University Press (NJ)
18089,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,1841591076,9781841591070,eng,272,59,9/20/2001,Everyman
15948,Weg der Träume,Nicholas Sparks\Maja Ueberle-Pfaff,4.03,3453861906,9783453861909,ger,352,8,4/1/2003,Heyne
39784,Seventeen and In-Between,Barthe DeClements,3.81,140364757,9780140364750,eng,176,227,8/1/1993,Puffin
11295,The Group,Mary McCarthy,3.66,451025016,9780451025012,eng,397,61,9/1/1964,Signet
44148,Maigret and the Killer,Georges Simenon\Lyn Moir,3.86,156028417,9780156028417,en-US,168,471,6/16/2003,Mariner Books
17610,The Karma Of Brown Folk,Vijay Prashad,4.1,816634394,9780816634392,eng,272,344,3/12/2001,Univ Of Minnesota Press
16802,The Complete Poetry,John Milton\John T. Shawcross,4.06,385023510,9780385023511,en-US,672,3418,7/6/1971,Anchor
29737,My Life as a Man,Philip Roth,3.73,067974827X,9780679748274,eng,334,1561,1/13/1994,Vintage
30357,Words of Silk,Erin St. Claire\Sandra Brown,3.56,446614165,9780446614160,eng,224,2677,4/1/2005,Grand Central Publishing
40128,The Notebooks of Leonardo da Vinci,Leonardo da Vinci\Irma A. Richter,3.93,192838970,9780192838971,eng,432,70,1/28/1999,Oxford University Press
3711,White Teeth,Zadie Smith,3.77,375703861,9780375703867,eng,448,102370,6/12/2001,Vintage
